what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794735578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346794744984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794747843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1346794764281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346794766609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346794768531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794773421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794780453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794810187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794810375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794810640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794811359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794811781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794812468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346794812734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794823328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794823343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794823375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794825296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346794853875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346794893734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346794908593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346794962375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794974453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794974453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794974500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794975515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794976093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346794993578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795011031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795011187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795011328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795058671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795083734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795092796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795093437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795093859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795094265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795094656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795095140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795095515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795095890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795096203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795096656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795097093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346795097734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795101765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346795109703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795112656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795113843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795116265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795116281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795116328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795117500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795117578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795126093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795134562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346795177390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346795191968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346795206515
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1346795209687
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346795214078
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.goToResource",1346795214093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795222093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795222093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795222140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346795224781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1346795231906
