what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845551390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845551546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845551671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845551812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845551953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845552109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845552265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845552406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845552765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845588640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845591484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845594750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845602656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845606531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346845609625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346845629609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346845661515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845675718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845681843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845682890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845689859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845693375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845694343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845695046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845698828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845703375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845707562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845715718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845716515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845722718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845727125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845728109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845733890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845737718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845738312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845742140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845754125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845754859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845759781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845763593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845769421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845769781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845773828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845777125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845779031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845783671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845789093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845791828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845799656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845804125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845808406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845812046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346845812843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845819453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346845826578
