what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346832590546
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832590703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832590796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346832596468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346832604843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832605984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832605984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832606031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832610703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832616687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832616687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832616750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832639609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832641515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832641531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832641578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832647546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832649031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832649046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832649078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832655265
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346832657328
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832657515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832657578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346832662140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832664671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832668062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832671546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346832675187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832676453
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832676453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832679093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346832680328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346832689109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832690671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832691484
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346832693750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832696312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832696953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832697390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832697406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832716484
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346832718796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832723484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832724531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346832731203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832732015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346832732031
